"Date","Period","OperationalLessIndustrial","Industrial"
37263,30,4260.08294,1189.91706
37263,31,4294.85949,1175.14051
37263,32,4311.217086,1152.782914
37263,33,4299.280164,1140.719836
37263,34,4208.221236,1199.778764
37263,35,4097.037446,1178.962554
37263,36,3922.24617,1177.75383
37263,37,3840.72367,1119.27633
37263,38,3666.604844,1173.395156
37263,39,3659.601958,1124.398042
37263,40,3585.867652,1168.132348
37263,41,3656.858788,1183.141212
37263,42,3637.164128,1184.835872
37263,43,3527.178188,1192.821812
37263,44,3397.318602,1174.681398
37263,45,3386.565798,1139.434202
37263,46,3292.225196,1181.774804
37263,47,3700.503946,1175.496054
37263,48,3705.543964,1182.456036
37264,1,3582.4319,1175.5681
37264,2,3494.650004,1139.349996
37264,3,3739.276732,1178.723268
37264,4,3706.077578,1125.922422
37264,5,3445.540844,1176.459156
37264,6,3355.036634,1120.963366
37264,7,3191.824654,1148.175346
37264,8,3149.089432,1120.910568
37264,9,3113.663996,1164.336004
37264,10,3164.314254,1165.685746
37264,11,3339.612076,1178.387924
37264,12,3571.490134,1124.509866
37264,13,3860.94522,1117.05478
37264,14,4092.71013,1123.28987
37264,15,4042.07913,1127.92087
37264,16,4096.488362,1127.511638
37264,17,4174.869624,1131.130376
37264,18,4201.131428,1134.868572
37264,19,4227.139268,1128.860732
37264,20,4247.799484,1128.200516
37264,21,4248.206558,1125.793442
37264,22,4267.176694,1120.823306
37264,23,4253.111686,1178.888314
37264,24,4218.1695,1165.8305
37264,25,4279.931746,1128.068254
37264,26,4233.541058,1168.458942
37264,27,4250.490384,1173.509616
37264,28,4219.64163,1174.35837
37264,29,4220.536258,1185.463742
37264,30,4224.317156,1173.682844
37264,31,4248.658486,1173.341514
37264,32,4218.474,1189.526
37264,33,4259.596912,1184.403088
37264,34,4175.225556,1192.774444
37264,35,4068.612116,1169.387884
37264,36,3961.740634,1120.259366
37264,37,3765.561444,1174.438556
37264,38,3670.107902,1175.892098
37264,39,3664.408306,1141.591694
37264,40,3699.494156,1244.505844
37264,41,3766.554722,1339.445278
37264,42,3691.132506,1254.867494
37264,43,3573.62785,1204.37215
37264,44,3488.466418,1147.533582
37264,45,3327.269124,1192.730876
37264,46,3373.711596,1114.288404
37264,47,3744.61938,1191.38062
37264,48,3797.610654,1150.389346
37265,1,3619.340604,1182.659396
37265,2,3485.414644,1182.585356
37265,3,3778.066438,1191.933562
37265,4,3654.436506,1185.563494
37265,5,3516.613908,1143.386092
37265,6,3324.217488,1141.782512
37265,7,3217.12721,1120.87279
37265,8,3095.89895,1188.10105
37265,9,3110.575636,1189.424364
37265,10,3178.713314,1187.286686
37265,11,3351.255388,1192.744612
37265,12,3619.500752,1134.499248
37265,13,3894.3679,1179.6321
37265,14,4187.720958,1134.279042
37265,15,4082.513404,1129.486596
37265,16,4136.039782,1135.960218
37265,17,4209.862842,1146.137158
37265,18,4227.088954,1140.911046
37265,19,4239.083666,1150.916334
37265,20,4261.637822,1150.362178
37265,21,4274.620006,1155.379994
37265,22,4309.655496,1144.344504
37265,23,4315.533916,1090.466084
37265,24,4306.935294,1051.064706
37265,25,4342.644332,1137.355668
37265,26,4346.037122,1145.962878
37265,27,4354.773744,1183.226256
37265,28,4328.59483,1185.40517
37265,29,4342.3935,1193.6065
37265,30,4372.500024,1131.499976
37265,31,4316.916566,1191.083434
37265,32,4367.705388,1198.294612
37265,33,4388.272676,1193.727324
37265,34,4321.071366,1180.928634
37265,35,4221.730642,1136.269358
37265,36,4043.048096,1170.951904
37265,37,3867.894924,1190.105076
37265,38,3796.341544,1139.658456
37265,39,3627.064004,1196.935996
37265,40,3686.203014,1193.796986
37265,41,3795.43907,1194.56093
37265,42,3847.077616,1144.922384
37265,43,3679.726124,1142.273876
37265,44,3539.011702,1136.988298
37265,45,3445.860514,1134.139486
37265,46,3405.961218,1138.038782
37265,47,3820.720932,1139.279068
37265,48,3805.10452,1142.89548
37266,1,3677.840516,1142.159484
37266,2,3556.620476,1139.379524
37266,3,3856.605034,1135.394966
37266,4,3717.922102,1144.077898
37266,5,3521.574674,1144.425326
37266,6,3348.805124,1141.194876
37266,7,3241.037636,1136.962364
37266,8,3177.484852,1130.515148
37266,9,3177.354938,1136.645062
37266,10,3233.695746,1130.304254
37266,11,3389.547004,1136.452996
37266,12,3588.406354,1139.593646
37266,13,3894.353746,1143.646254
37266,14,4105.898658,1198.101342
37266,15,4062.079636,1195.920364
37266,16,4141.08472,1152.91528
37266,17,4213.934846,1132.065154
37266,18,4248.045788,1129.954212
37266,19,4303.796738,1136.203262
37266,20,4381.647138,1146.352862
37266,21,4440.232812,1147.767188
37266,22,4511.858058,1152.141942
37266,23,4544.268324,1149.731676
37266,24,4578.425866,1159.574134
37266,25,4630.872416,1153.127584
37266,26,4681.063618,1158.936382
37266,27,4718.201572,1157.798428
37266,28,4746.43862,1161.56138
37266,29,4769.02157,1162.97843
37266,30,4821.724654,1158.275346
37266,31,4858.288036,1153.711964
37266,32,4890.59581,1161.40419
37266,33,4934.036924,1147.963076
37266,34,4904.182544,1147.817456
37266,35,4758.851068,1153.148932
37266,36,4627.854376,1146.145624
37266,37,4438.688722,1199.311278
37266,38,4276.618796,1191.381204
37266,39,4141.409176,1208.590824
37266,40,4133.8692,1202.1308
37266,41,4142.857024,1207.142976
37266,42,4119.298036,1158.701964
37266,43,3890.456998,1209.543002
37266,44,3670.08136,1211.91864
37266,45,3533.214382,1212.785618
37266,46,3425.971624,1204.028376
37266,47,3848.58162,1187.41838
37266,48,3759.970362,1204.029638
37267,1,3636.495022,1189.504978
37267,2,3524.148168,1151.851832
37267,3,3799.39631,1198.60369
37267,4,3638.467198,1191.532802
37267,5,3488.338118,1141.661882
37267,6,3243.53366,1186.46634
37267,7,3134.23207,1181.76793
37267,8,3067.119952,1192.880048
37267,9,3072.650642,1199.349358
37267,10,3215.806572,1144.193428
37267,11,3326.90594,1205.09406
37267,12,3590.291026,1139.708974
37267,13,3901.37915,1140.62085
37267,14,4155.402408,1154.597592
37267,15,4116.815324,1217.184676
37267,16,4246.413394,1229.586606
37267,17,4438.826048,1229.173952
37267,18,4520.911262,1217.088738
37267,19,4712.01571,1167.98429
37267,20,4709.759868,1210.240132
37267,21,4827.679986,1154.320014
37267,22,4882.941462,1201.058538
37267,23,4913.159786,1216.840214
37267,24,4946.231812,1215.768188
37267,25,4927.023808,1220.976192
37267,26,4921.880972,1226.119028
37267,27,4836.807628,1217.192372
37267,28,4756.36994,1211.63006
37267,29,4708.042308,1161.957692
37267,30,4638.612506,1171.387494
37267,31,4531.243454,1148.756546
37267,32,4417.894714,1202.105286
37267,33,4350.684904,1201.315096
37267,34,4335.443916,1204.556084
37267,35,4136.8851,1199.1149
37267,36,3987.484858,1192.515142
37267,37,3790.542692,1183.457308
37267,38,3678.701666,1199.298334
37267,39,3587.71706,1194.28294
37267,40,3672.903228,1153.096772
37267,41,3661.18926,1172.81074
37267,42,3632.282122,1145.717878
37267,43,3477.09763,1192.90237
37267,44,3363.801062,1202.198938
37267,45,3300.787348,1201.212652
37267,46,3257.546884,1210.453116
37267,47,3744.104962,1147.895038
37267,48,3666.06219,1199.93781
37268,1,3507.17628,1188.82372
37268,2,3416.290484,1143.709516
37268,3,3700.273748,1155.726252
37268,4,3531.463574,1206.536426
37268,5,3341.182778,1194.817222
37268,6,3130.587948,1201.412052
37268,7,3002.117458,1181.882542
37268,8,2922.70268,1191.29732
37268,9,2870.949118,1199.050882
37268,10,2949.25559,1144.74441
37268,11,2933.37203,1194.62797
37268,12,3055.857598,1140.142402
37268,13,3146.345404,1191.654596
37268,14,3295.499226,1178.500774
37268,15,3295.394432,1190.605568
37268,16,3374.762064,1195.237936
37268,17,3518.788548,1211.211452
37268,18,3603.697322,1150.302678
37268,19,3643.590346,1136.409654
37268,20,3605.952616,1188.047384
37268,21,3614.162566,1185.837434
37268,22,3598.978212,1187.021788
37268,23,3581.790412,1188.209588
37268,24,3601.834424,1164.165576
37268,25,3543.569388,1146.430612
37268,26,3491.03354,1146.96646
37268,27,3454.745564,1155.254436
37268,28,3447.826914,1152.173086
37268,29,3438.414548,1157.585452
37268,30,3397.671782,1148.328218
37268,31,3408.06424,1147.93576
37268,32,3413.73854,1196.26146
37268,33,3493.623584,1142.376416
37268,34,3472.254178,1177.745822
37268,35,3459.397384,1178.602616
37268,36,3419.974232,1174.025768
37268,37,3329.039258,1170.960742
37268,38,3301.09128,1176.90872
37268,39,3306.977042,1131.022958
37268,40,3334.895862,1179.104138
37268,41,3503.273266,1126.726734
37268,42,3423.087934,1176.912066
37268,43,3416.149558,1135.850442
37268,44,3270.886308,1189.113692
37268,45,3276.427408,1133.572592
37268,46,3252.646484,1131.353516
37268,47,3567.771784,1170.228216
37268,48,3621.707618,1124.292382
37269,1,3391.948178,1186.051822
37269,2,3308.111828,1189.888172
37269,3,3633.521136,1138.478864
37269,4,3508.98731,1187.01269
37269,5,3364.377096,1139.622904
37269,6,3149.04743,1186.95257
37269,7,3046.997182,1143.002818
37269,8,2884.958856,1187.041144
37269,9,2867.11668,1134.88332
37269,10,2791.904252,1178.095748
37269,11,2847.316582,1142.683418
37269,12,2805.687988,1178.312012
37269,13,2882.248678,1177.751322
37269,14,2977.99441,1188.00559
37269,15,2978.328654,1187.671346
37269,16,3051.931694,1184.068306
37269,17,3134.02404,1191.97596
37269,18,3222.860266,1181.139734
37269,19,3265.571226,1174.428774
37269,20,3339.269732,1178.730268
37269,21,3360.44917,1199.55083
37269,22,3451.086268,1144.913732
37269,23,3385.77947,1202.22053
37269,24,3357.581684,1208.418316
37269,25,3362.139558,1201.860442
37269,26,3317.7398,1208.2602
37269,27,3355.874128,1158.125872
37269,28,3283.002528,1210.997472
37269,29,3274.593494,1207.406506
37269,30,3334.774452,1167.225548
37269,31,3311.641088,1190.358912
37269,32,3424.46414,1143.53586
37269,33,3388.279054,1203.720946
37269,34,3438.877796,1205.122204
37269,35,3457.432544,1200.567456
37269,36,3409.390802,1204.609198
37269,37,3402.713432,1177.286568
37269,38,3384.219978,1155.780022
37269,39,3334.183738,1207.816262
37269,40,3410.216604,1211.783396
37269,41,3538.889072,1209.110928
37269,42,3494.09222,1211.90778
37269,43,3460.930966,1151.069034
37269,44,3336.45176,1155.54824
37269,45,3269.311192,1154.688808
37269,46,3223.439832,1140.560168
37269,47,3563.86032,1154.13968
37269,48,3498.605276,1199.394724
37270,1,3423.351066,1180.648934
37270,2,3311.672714,1180.327286
37270,3,3710.460334,1119.539666
37270,4,3531.785,1182.215
37270,5,3418.898428,1127.101572
37270,6,3238.94212,1129.05788
37270,7,3120.740924,1145.259076
37270,8,3005.625866,1174.374134
37270,9,3085.423178,1128.576822
37270,10,3119.614246,1180.385754
37270,11,3358.48162,1147.51838
37270,12,3587.53315,1140.46685
37270,13,3978.289674,1139.710326
37270,14,4183.33925,1206.66075
37270,15,4211.459164,1152.540836
37270,16,4217.934718,1190.065282
37270,17,4340.639046,1139.360954
37270,18,4312.024034,1185.975966
37270,19,4380.745866,1145.254134
37270,20,4358.15337,1117.84663
37270,21,4383.19211,1130.80789
37270,22,4396.436256,1147.563744
37270,23,4369.434312,1142.565688
37270,24,4325.561226,1142.438774
37270,25,4335.971178,1200.028822
37270,26,4392.318654,1195.681346
37270,27,4430.166356,1149.833644
37270,28,4401.497498,1126.502502
37270,29,4383.713852,1192.286148
37270,30,4389.170082,1138.829918
37270,31,4342.060736,1139.939264
37270,32,4356.482532,1143.517468
37270,33,4368.85404,1141.14596
37270,34,4315.512828,1146.487172
37270,35,4169.774556,1148.225444
37270,36,4031.418716,1130.581284
37270,37,3878.082496,1119.917504
37270,38,3771.392626,1116.607374
37270,39,3721.6495,1120.3505
37270,40,3796.48292,1135.51708
37270,41,3884.835016,1135.164984
37270,42,3817.469226,1142.530774
37270,43,3677.318552,1136.681448
37270,44,3521.390714,1142.609286
37270,45,3413.438434,1138.561566
37270,46,3381.402594,1130.597406
37270,47,3801.48282,1130.51718
37270,48,3798.937138,1135.062862
37271,1,3675.114676,1128.885324
37271,2,3549.33328,1126.66672
37271,3,3823.394064,1172.605936
37271,4,3736.834352,1177.165648
37271,5,3495.648112,1182.351888
37271,6,3381.495184,1134.504816
37271,7,3169.390444,1186.609556
37271,8,3193.73575,1128.26425
37271,9,3162.069558,1153.930442
37271,10,3270.470834,1125.529166
37271,11,3451.430424,1172.569576
37271,12,3665.996762,1190.003238
37271,13,4041.5996,1172.4004
37271,14,4332.80296,1143.19704
37271,15,4268.877916,1193.122084
37271,16,4363.660184,1134.339816
37271,17,4411.46026,1160.53974
37271,18,4405.913594,1168.086406
37271,19,4409.48141,1176.51859
37271,20,4478.844304,1125.155696
37271,21,4493.598808,1116.401192
37271,22,4449.064446,1170.935554
37271,23,4504.068034,1119.931966
37271,24,4466.75626,1169.24374
37271,25,4483.59264,1172.40736
37271,26,4496.407472,1181.592528
37271,27,4478.186756,1183.813244
37271,28,4513.199866,1174.800134
37271,29,4523.338586,1124.661414
37271,30,4502.836258,1171.163742
37271,31,4541.642424,1120.357576
37271,32,4510.26614,1167.73386
37271,33,4505.621926,1152.378074
37271,34,4485.555056,1110.444944
37271,35,4235.49328,1172.50672
37271,36,4084.674722,1167.325278
37271,37,3940.417414,1165.582586
37271,38,3810.593438,1173.406562
37271,39,3805.073642,1128.926358
37271,40,3777.135206,1160.864794
37271,41,3938.765124,1129.234876
37271,42,3851.082498,1184.917502
37271,43,3728.093688,1167.906312
37271,44,3591.052618,1178.947382
37271,45,3474.400148,1171.599852
37271,46,3485.591028,1122.408972
37271,47,3831.45607,1180.54393
37271,48,3827.113506,1192.886494
37272,1,3701.664614,1198.335386
37272,2,3548.85566,1181.14434
37272,3,3916.126614,1125.873386
37272,4,3726.67803,1175.32197
37272,5,3561.659342,1138.340658
37272,6,3384.760756,1139.239244
37272,7,3212.945158,1185.054842
37272,8,3193.605252,1132.394748
37272,9,3145.915708,1178.084292
37272,10,3304.665902,1131.334098
37272,11,3449.216072,1194.783928
37272,12,3679.709644,1190.290356
37272,13,4056.861548,1179.138452
37272,14,4306.709418,1199.290582
37272,15,4323.929328,1152.070672
37272,16,4323.815384,1194.184616
37272,17,4426.262496,1207.737504
37272,18,4460.346302,1187.653698
37272,19,4574.909242,1147.090758
37272,20,4569.257732,1186.742268
37272,21,4596.663058,1205.336942
37272,22,4662.413296,1171.586704
37272,23,4633.366708,1166.633292
37272,24,4676.622996,1137.377004
37272,25,4665.921842,1176.078158
37272,26,4720.831984,1139.168016
37272,27,4688.601234,1191.398766
37272,28,4672.645246,1203.354754
37272,29,4685.8801,1198.1199
37272,30,4663.957256,1196.042744
37272,31,4736.858644,1155.141356
37272,32,4679.802824,1202.197176
37272,33,4652.066534,1199.933466
37272,34,4549.73817,1206.26183
37272,35,4348.703882,1201.296118
37272,36,4196.747162,1177.252838
37272,37,3995.572872,1178.427128
37272,38,3912.402652,1201.597348
37272,39,3804.204182,1201.795818
37272,40,3852.248648,1201.751352
37272,41,3967.817958,1188.182042
37272,42,3903.961948,1186.038052
37272,43,3798.877926,1183.122074
37272,44,3599.2569,1186.7431
37272,45,3506.342774,1183.657226
37272,46,3442.928394,1191.071606
37272,47,3927.845956,1132.154044
37272,48,3852.09865,1193.90135
37273,1,3763.706134,1136.293866
37273,2,3584.675248,1189.324752
37273,3,3951.135068,1130.864932
37273,4,3773.712186,1186.287814
37273,5,3545.269828,1190.730172
37273,6,3434.692492,1129.307508
37273,7,3258.81016,1165.18984
37273,8,3202.270488,1165.729512
37273,9,3273.84594,1120.15406
37273,10,3304.777816,1149.222184
37273,11,3566.0472,1103.9528
37273,12,3767.896526,1116.103474
37273,13,4129.491964,1108.508036
37273,14,4386.429426,1111.570574
37273,15,4342.100008,1119.899992
37273,16,4400.428756,1115.571244
37273,17,4465.275356,1106.724644
37273,18,4478.259998,1063.740002
37273,19,4498.841142,1103.158858
37273,20,4522.48673,1115.51327
37273,21,4551.112928,1126.887072
37273,22,4572.099768,1123.900232
37273,23,4556.350314,1133.649686
37273,24,4556.870078,1141.129922
37273,25,4585.37758,1138.62242
37273,26,4656.304624,1145.695376
37273,27,4595.156254,1202.843746
37273,28,4603.35348,1198.64652
37273,29,4643.61561,1144.38439
37273,30,4590.323656,1207.676344
37273,31,4615.254082,1194.745918
37273,32,4595.326518,1200.673482
37273,33,4671.393206,1144.606794
37273,34,4568.059388,1183.940612
37273,35,4441.306226,1150.693774
37273,36,4261.835228,1178.164772
37273,37,4140.119656,1141.880344
37273,38,3984.957078,1185.042922
37273,39,3897.99941,1184.00059
37273,40,3931.11868,1186.88132
37273,41,4027.28639,1180.71361
37273,42,3952.560208,1199.439792
37273,43,3837.04738,1192.95262
37273,44,3743.916522,1148.083478
37273,45,3576.106492,1205.893508
37273,46,3545.763604,1188.236396
37273,47,3960.851204,1193.148796
37273,48,3980.74113,1143.25887
37274,1,3814.4637,1135.5363
37274,2,3671.432654,1136.567346
37274,3,3947.618982,1196.381018
37274,4,3893.770374,1144.229626
